protocol,tcp_bytes,quic_bytes,real_time
6,0.0,0.0,0.314665
6,0.0,0.0,0.319212
6,110.0,0.0,0.609443
6,110.0,0.0,0.617655
6,0.0,0.0,0.617697
6,0.0,0.0,1.932966
6,0.0,0.0,1.945897
6,0.0,0.0,2.023817
6,0.0,0.0,2.023879
6,517.0,0.0,2.024358
6,0.0,0.0,2.024819
6,1418.0,0.0,2.103798
6,0.0,0.0,2.103831
6,1418.0,0.0,2.103879
6,0.0,0.0,2.103899
6,1418.0,0.0,2.104053
6,0.0,0.0,2.104084
6,1418.0,0.0,2.104117
6,0.0,0.0,2.104132
6,990.0,0.0,2.104202
6,0.0,0.0,2.104219
6,64.0,0.0,2.105464
6,209.0,0.0,2.106743
6,0.0,0.0,2.185716
6,529.0,0.0,2.185718
6,0.0,0.0,2.185731
6,88.0,0.0,2.192513
6,0.0,0.0,2.19252
6,34.0,0.0,2.193065
6,0.0,0.0,2.193071
6,0.0,0.0,2.22283
6,0.0,0.0,2.306166
6,0.0,0.0,2.935367
6,0.0,0.0,2.935487
6,0.0,0.0,2.937741
6,0.0,0.0,2.937756
6,227.0,0.0,2.937834
6,0.0,0.0,2.93822
6,0.0,0.0,2.938231
6,240.0,0.0,2.938295
6,0.0,0.0,2.940956
6,0.0,0.0,2.94142
6,102.0,0.0,2.941431
6,0.0,0.0,2.941435
6,472.0,0.0,2.941969
6,0.0,0.0,2.94209
6,0.0,0.0,2.944068
6,1191.0,0.0,2.945663
6,0.0,0.0,2.945673
6,110.0,0.0,3.383747
6,0.0,0.0,3.388021
6,110.0,0.0,3.388626
6,0.0,0.0,3.388634
6,24.0,0.0,3.578947
6,0.0,0.0,3.595165
6,110.0,0.0,3.658339
6,110.0,0.0,3.663311
6,0.0,0.0,3.663328
6,24.0,0.0,3.71775
6,0.0,0.0,3.717769
6,110.0,0.0,5.618933
6,110.0,0.0,5.624968
6,0.0,0.0,5.62499
6,0.0,0.0,5.755566
6,0.0,0.0,5.755576
6,0.0,0.0,5.75558
6,0.0,0.0,5.755584
6,0.0,0.0,5.757932
6,0.0,0.0,5.758127
6,0.0,0.0,5.758623
6,0.0,0.0,5.758649
6,0.0,0.0,5.940434
6,0.0,0.0,5.942396
6,0.0,0.0,5.942404
6,0.0,0.0,5.94535
6,0.0,0.0,5.945353
6,0.0,0.0,6.060432
6,0.0,0.0,6.063835
6,0.0,0.0,6.066316
6,0.0,0.0,6.066585
6,0.0,0.0,6.129462
6,0.0,0.0,6.12947
6,0.0,0.0,6.129473
6,0.0,0.0,6.129484
6,517.0,0.0,6.129487
6,517.0,0.0,6.129525
6,0.0,0.0,6.129923
6,0.0,0.0,6.130371
6,1418.0,0.0,6.20662
6,1418.0,0.0,6.206739
6,1418.0,0.0,6.20686
6,1418.0,0.0,6.20698
6,998.0,0.0,6.207065
6,1418.0,0.0,6.207406
6,1418.0,0.0,6.207526
6,1418.0,0.0,6.207648
6,1418.0,0.0,6.207768
6,1000.0,0.0,6.207853
6,0.0,0.0,6.247369
6,0.0,0.0,6.248657
6,404.0,0.0,6.316403
6,0.0,0.0,6.316411
6,0.0,0.0,6.316413
6,0.0,0.0,6.316416
6,0.0,0.0,6.316426
6,0.0,0.0,6.316432
6,0.0,0.0,6.316432
6,517.0,0.0,6.316433
6,0.0,0.0,6.31699
6,0.0,0.0,6.317053
6,0.0,0.0,6.319106
6,1418.0,0.0,6.386391
6,1418.0,0.0,6.386505
6,1418.0,0.0,6.386898
6,1418.0,0.0,6.386987
6,999.0,0.0,6.387072
6,517.0,0.0,6.503667
6,0.0,0.0,6.504125
6,1418.0,0.0,6.582866
6,1418.0,0.0,6.58298
6,1418.0,0.0,6.583269
6,1418.0,0.0,6.583385
6,1000.0,0.0,6.58347
6,0.0,0.0,6.690781
6,1045.0,0.0,6.772349
6,20.0,0.0,6.774817
6,0.0,0.0,6.878089
6,517.0,0.0,6.878115
6,404.0,0.0,6.87813
6,0.0,0.0,6.880563
6,0.0,0.0,6.881014
6,0.0,0.0,7.065512
6,0.0,0.0,7.065535
6,999.0,0.0,7.142968
6,20.0,0.0,7.195829
6,0.0,0.0,7.251686
6,517.0,0.0,7.251707
6,64.0,0.0,7.251717
6,98.0,0.0,7.251727
6,499.0,0.0,7.251735
6,0.0,0.0,7.254092
6,0.0,0.0,7.254095
6,0.0,0.0,7.254132
6,0.0,0.0,7.254333
6,608.0,0.0,7.254647
6,31.0,0.0,7.255351
6,1000.0,0.0,7.352813
6,1255.0,0.0,7.414848
6,1418.0,0.0,7.414931
6,1418.0,0.0,7.4151
6,1418.0,0.0,7.415171
6,1418.0,0.0,7.41534
6,1418.0,0.0,7.429324
6,1418.0,0.0,7.429395
6,858.0,0.0,7.429475
6,0.0,0.0,7.438735
6,1418.0,0.0,7.441903
6,1418.0,0.0,7.442033
6,1418.0,0.0,7.442151
6,1418.0,0.0,7.456432
6,1418.0,0.0,7.456562
6,1418.0,0.0,7.456675
6,1418.0,0.0,7.456791
6,1418.0,0.0,7.456913
6,20.0,0.0,7.536062
6,20.0,0.0,7.536065
6,0.0,0.0,7.626295
6,517.0,0.0,7.62631
6,0.0,0.0,7.62889
6,0.0,0.0,7.812658
6,1418.0,0.0,7.874117
6,1418.0,0.0,7.874234
6,0.0,0.0,7.999933
6,499.0,0.0,7.99996
6,404.0,0.0,7.999963
6,20.0,0.0,8.000246
6,0.0,0.0,8.002203
6,0.0,0.0,8.002695
