protocol,tcp_bytes,quic_bytes,real_time
6	0		0.732638000
6	0		0.732664000
6	0		0.732672000
6	0		0.732678000
6	0		0.732684000
6	0		0.732690000
6	0		0.732695000
6	0		0.734527000
6	0		0.734697000
6	0		0.734715000
6	0		0.734721000
6	0		0.734753000
6	0		0.734895000
6	0		0.734899000
6	0		0.919893000
6	0		0.919923000
6	0		0.919931000
6	0		0.919937000
6	0		0.921371000
6	0		0.921388000
6	0		0.921391000
6	0		0.921462000
6	0		1.035820000
6	0		1.035870000
6	0		1.035876000
6	0		1.038664000
6	0		1.039920000
6	0		1.041598000
6	0		1.041959000
6	0		1.106476000
6	0		1.106502000
6	0		1.106506000
6	0		1.106513000
6	0		1.106517000
6	0		1.106522000
6	0		1.106527000
6	517		1.106531000
6	0		1.107719000
6	2836		1.107990000
6	1631		1.108073000
6	0		1.224718000
6	0		1.225855000
6	0		1.227616000
6	0		1.228437000
6	517		1.293916000
6	517		1.293950000
6	517		1.293955000
6	0		1.295021000
6	0		1.295250000
6	0		1.295569000
6	2836		1.295589000
6	2836		1.295654000
6	998		1.295691000
6	2836		1.295798000
6	2836		1.295817000
6	999		1.295860000
6	2836		1.296418000
6	2836		1.296451000
6	1142		1.296488000
6	517		1.481260000
6	517		1.481288000
6	517		1.481295000
6	0		1.481313000
6	0		1.482542000
6	0		1.482620000
6	0		1.482896000
6	2836		1.482930000
6	2836		1.483003000
6	1140		1.483041000
6	2836		1.483382000
6	1632		1.483434000
6	1418		1.483845000
6	4254		1.483871000
6	1140		1.483895000
6	0		1.667945000
6	0		1.667970000
6	0		1.667975000
6	0		1.667982000
6	0		1.667986000
6	0		1.667990000
6	0		1.667995000
6	0		1.667999000
6	0		1.668004000
6	0		1.668008000
6	517		1.668013000
6	0		1.669442000
6	1418		1.669797000
6	5251		1.669978000
6	517		1.854908000
6	517		1.854937000
6	517		1.854943000
6	0		1.856074000
6	0		1.856320000
6	0		1.856463000
6	1418		1.856902000
6	2836		1.856990000
6	1846		1.857019000
6	5253		1.857077000
6	2836		1.857135000
6	1418		1.857163000
6	426		1.857177000
6	213		1.906979000
6	0		2.042044000
6	0		2.042072000
6	517		2.042078000
6	0		2.042085000
6	517		2.042090000
6	0		2.043436000
6	0		2.043586000
6	1142		2.054724000
6	998		2.055577000
6	999		2.083467000
6	517		2.229064000
6	517		2.229092000
6	0		2.230442000
6	0		2.230638000
6	214		2.260076000
6	1140		2.273998000
6	1140		2.281449000
6	517		2.416017000
6	0		2.416043000
6	0		2.416050000
6	0		2.416055000
6	0		2.416060000
6	0		2.416066000
6	74		2.416071000
6	92		2.416075000
6	312		2.416079000
6	32		2.416087000
6	0		2.417404000
6	31		2.417935000
6	918		2.418022000
6	1028		2.425451000
6	390		2.425556000
6	78		2.425566000
6	39		2.426335000
6	517		2.602992000
6	0		2.603027000
6	517		2.603035000
6	517		2.603041000
6	0		2.603046000
6	0		2.604414000
6	0		2.604434000
6	0		2.604621000
6	517		2.790024000
6	0		2.790048000
6	517		2.790053000
6	0		2.790058000
6	32		2.790065000
6	0		2.791315000
6	0		2.791341000
6	0		2.791420000
6	997		2.802762000
6	517		2.977113000
6	0		2.977145000
6	64		2.977152000
6	92		2.977156000
6	242		2.977160000
6	0		2.978453000
6	0		2.978471000
6	0		2.978474000
6	0		2.978477000
6	608		2.978660000
6	31		2.979048000
6	544		2.981530000
6	525		2.981551000
6	31		2.990049000
6	39		2.990472000
6	517		3.163956000
6	0		3.163984000
6	517		3.163992000
6	0		3.165214000
6	0		3.165808000
6	1418		3.206727000
6	0		3.270699000
6	0		3.270750000
6	0		3.350372000
6	0		3.350405000
6	517		3.350413000
6	517		3.350418000
6	0		3.351810000
6	0		3.352091000
6	999		3.356326000
6	428		3.369272000
6	426		3.385438000
6	1418		3.412383000
6	1418		3.426132000
6	0		3.430925000
6	1418		3.433389000
6	41		3.436374000
6	0		3.538292000
6	0		3.596249000
6	0		3.596391000
6	0		3.596956000
6	0		3.725463000
6	64		3.725498000
6	608		3.726806000
6	0		3.756809000
6	0		3.912055000
6	510		3.912084000
6	517		3.912091000
6	0		3.913294000
6	0		3.913793000
6	0		4.099027000
6	517		4.099057000
6	0		4.100529000
6	0		4.285950000
6	517		4.285978000
6	0		4.287256000
6	0		4.472998000
6	398		4.473027000
6	0		4.474552000
6	1418		4.530593000
6	0		4.659886000
6	74		4.659911000
6	92		4.659916000
6	511		4.659923000
6	64		4.659937000
6	0		4.660953000
6	0		4.661571000
6	31		4.661751000
6	910		4.661831000
6	1009		4.710250000
6	1418		4.725145000
6	1418		4.766953000
6	1418		4.808765000
6	0		4.847173000
6	1418		4.850574000
6	1418		4.892414000
6	949		4.915428000
6	1418		4.934225000
6	1418		4.976052000
6	1418		5.017901000
6	0		5.034339000
6	1418		5.059702000
6	1418		5.101534000
6	1418		5.143410000
6	1418		5.185199000
6	0		5.220507000
6	1418		5.227040000
6	1418		5.268815000
6	1418		5.310648000
6	1418		5.352485000
6	1418		5.394272000
6	0		5.407896000
6	511		5.407940000
6	0		5.436115000
6	0		5.594949000
6	74		5.594976000
6	517		5.594983000
6	517		5.594989000
6	0		5.596394000
6	910		5.596557000
6	0		5.596602000
6	0		5.596607000
6	1418		5.652211000
6	1418		5.659842000
6	1418		5.665808000
6	1418		5.673043000
6	1418		5.689332000
6	0		5.781773000
6	0		5.969010000
6	0		6.155582000
6	0		6.155607000
6	74		6.155614000
6	0		6.157227000
6	918		6.157333000
6	0		6.342923000
6	64		6.342949000
6	510		6.342970000
6	0		6.344353000
6	0		6.344380000
6	0		6.530033000
6	0		6.717056000
6	1183		6.727233000
6	0		6.904244000
6	0		7.090893000
6	74		7.090914000
6	74		7.090919000
6	677		7.090928000
6	0		7.092121000
6	0		7.092265000
6	0		7.092297000
6	910		7.092373000
6	517		7.277421000
6	0		7.277455000
6	0		7.278868000
6	0		7.465325000
6	0		7.651990000
6	517		7.652017000
6	398		7.652025000
6	0		7.653287000
6	0		7.653328000
6	0		7.839039000
6	0		7.839065000
6	64		7.839071000
6	92		7.839076000
6	0		7.840510000
6	0		7.840532000
6	608		7.840685000
6	31		7.840723000
6	0		7.915435000
6	0		7.915492000
6	1256		8.026324000
6	74		8.026355000
6	0		8.026363000
6	0		8.027833000
6	0		8.033181000
6	0		8.072463000
6	23		8.073242000
6	0		8.073262000
6	41		8.077745000
6	573		8.186099000
6	1418		8.202276000
6	0		8.213323000
6	0		8.234815000
6	1080		8.234855000
6	648		8.234941000
6	0		8.277729000
6	785		8.282352000
6	0		8.377054000
6	0		8.377109000
6	0		8.391882000
6	0		8.400218000
6	272		8.434958000
6	0		8.434998000
6	848		8.437150000
6	0		8.586894000
6	0		8.594230000
6	16		8.596033000
6	0		8.606854000
6	15		8.606902000
6	41		8.612557000
6	0		8.637733000
6	0		8.774003000
6	64		8.774031000
6	92		8.774042000
6	266		8.774048000
6	74		8.774055000
6	0		8.775320000
6	0		8.775339000
6	0		8.775343000
6	0		8.775345000
6	608		8.775404000
6	31		8.775820000
6	52		8.794756000
6	0		8.794795000
6	52		8.794900000
6	1418		8.838185000
6	0		8.849817000
6	0		8.905507000
6	0		8.905557000
6	0		8.951981000
6	84		8.952018000
6	0		8.960581000
6	0		8.993742000
6	388		9.004071000
