protocol,tcp_bytes,quic_bytes,real_time
6,110,0,0.090494
6,0,0,0.092671
6,110,0,0.093219
6,0,0,0.093229
6,429,0,0.270335
6,0,0,1.946987
6,0,0,1.954657
6,0,0,2.023072
6,0,0,2.023088
6,517,0,2.023225
6,0,0,2.023545
6,1418,0,2.091326
6,0,0,2.091335
6,1418,0,2.091445
6,0,0,2.091449
6,1418,0,2.091565
6,0,0,2.091569
6,1418,0,2.091686
6,0,0,2.091689
6,989,0,2.091771
6,0,0,2.091773
6,64,0,2.092065
6,209,0,2.092533
6,0,0,2.16021
6,529,0,2.162212
6,0,0,2.162216
6,88,0,2.165599
6,0,0,2.165603
6,34,0,2.166809
6,0,0,2.166812
6,0,0,2.228153
6,0,0,2.298832
6,0,0,2.389027
6,0,0,2.389042
6,429,0,2.446094
6,24,0,2.593053
6,0,0,2.948348
6,0,0,2.948495
6,0,0,2.951155
6,0,0,2.951189
6,0,0,2.951192
6,0,0,2.951198
6,227,0,2.951288
6,240,0,2.951323
6,0,0,2.953714
6,0,0,2.954173
6,102,0,2.954203
6,0,0,2.954211
6,472,0,2.954764
6,0,0,2.955005
6,0,0,2.957525
6,1191,0,2.95862
6,0,0,2.958634
6,0,0,3.034255
6,0,0,3.160644
6,0,0,3.160656
6,0,0,3.163715
6,0,0,3.163946
6,0,0,3.346615
6,0,0,3.346625
6,0,0,3.346629
6,0,0,3.346633
6,0,0,3.349539
6,0,0,3.349557
6,0,0,3.349745
6,0,0,3.349754
6,110,0,3.428249
6,110,0,3.444581
6,0,0,3.444603
6,0,0,3.469392
6,0,0,3.470129
6,0,0,3.534355
6,0,0,3.534363
6,404,0,3.534366
6,0,0,3.534926
6,0,0,3.540981
6,0,0,3.651502
6,0,0,3.653733
6,0,0,3.654225
6,0,0,3.656219
6,0,0,3.720953
6,0,0,3.720961
6,0,0,3.720964
6,0,0,3.720967
6,0,0,3.72097
6,0,0,3.720972
6,517,0,3.720975
6,517,0,3.720978
6,0,0,3.721373
6,0,0,3.721384
6,1418,0,3.794991
6,1418,0,3.79511
6,1418,0,3.79523
6,1418,0,3.795351
6,997,0,3.795436
6,1418,0,3.796275
6,1418,0,3.796395
6,1418,0,3.796907
6,1418,0,3.797029
6,997,0,3.797113
6,517,0,3.908132
6,517,0,3.908151
6,0,0,3.908153
6,0,0,3.908153
6,0,0,3.908154
6,0,0,3.908157
6,0,0,3.908594
6,0,0,3.908614
6,1418,0,3.977701
6,1418,0,3.977815
6,1418,0,3.977935
6,1418,0,3.978056
6,997,0,3.978141
6,1418,0,3.97977
6,1418,0,3.979889
6,1418,0,3.98001
6,1418,0,3.98013
6,998,0,3.980215
6,1038,0,3.992256
6,20,0,3.992276
6,0,0,4.282035
6,517,0,4.282076
6,0,0,4.285137
6,110,0,4.324166
6,110,0,4.326352
6,0,0,4.326366
6,0,0,4.469421
6,20,0,4.478854
6,997,0,4.566202
6,0,0,4.656433
6,0,0,4.656443
6,517,0,4.656448
6,0,0,4.656789
6,20,0,4.766136
6,997,0,4.787618
6,0,0,4.842939
6,64,0,4.842945
6,98,0,4.842956
6,499,0,4.842967
6,0,0,4.845246
6,0,0,4.845259
6,0,0,4.845262
6,608,0,4.845796
6,31,0,4.84647
6,20,0,4.878991
