protocol,tcp_bytes,quic_bytes,real_time
6,110,0,0.349954
6,0,0,0.360594
6,110,0,0.373332
6,0,0,0.373342
6,110,0,1.70523
6,0,0,1.997203
6,0,0,2.004538
6,0,0,2.087175
6,0,0,2.08719
6,517,0,2.087332
6,0,0,2.087639
6,1418,0,2.170873
6,0,0,2.170882
6,1418,0,2.171003
6,0,0,2.171009
6,1418,0,2.171114
6,0,0,2.171121
6,1418,0,2.171235
6,0,0,2.171241
6,990,0,2.171285
6,0,0,2.171288
6,64,0,2.171545
6,209,0,2.171989
6,0,0,2.254038
6,529,0,2.25535
6,0,0,2.255357
6,88,0,2.260655
6,0,0,2.26066
6,34,0,2.261663
6,0,0,2.261669
6,0,0,2.281712
6,0,0,2.362457
6,110,0,2.980088
6,110,0,2.989196
6,0,0,2.98924
6,0,0,3.000353
6,0,0,3.002566
6,0,0,3.002614
6,229,0,3.002857
6,0,0,3.005292
6,1694,0,3.008261
6,0,0,3.008292
6,0,0,3.008324
6,0,0,3.01041
6,0,0,3.012818
6,0,0,3.361912
6,0,0,3.417425
6,0,0,3.417436
6,0,0,3.41744
6,0,0,3.417444
6,0,0,3.417448
6,0,0,3.417452
6,0,0,3.420194
6,0,0,3.420217
6,0,0,3.4204
6,0,0,3.420659
6,0,0,3.420891
6,0,0,3.421139
6,0,0,3.534225
6,0,0,3.656132
6,0,0,3.725657
6,0,0,3.72569
6,0,0,3.725697
6,0,0,3.726626
6,0,0,3.727373
6,0,0,3.727848
6,0,0,3.79089
6,0,0,3.790898
6,0,0,3.790901
6,0,0,3.790904
6,0,0,3.790907
6,0,0,3.79091
6,517,0,3.790913
6,517,0,3.790965
6,0,0,3.791366
6,0,0,3.791531
6,1418,0,3.861955
6,1418,0,3.862073
6,1418,0,3.862193
6,1418,0,3.862313
6,1418,0,3.862434
6,1418,0,3.862555
6,1418,0,3.862676
6,1418,0,3.862799
6,999,0,3.862888
6,999,0,3.862976
6,517,0,3.97782
6,517,0,3.977828
6,0,0,3.9783
6,0,0,3.978313
6,1418,0,4.04727
6,1418,0,4.047422
6,1418,0,4.047546
6,1418,0,4.047675
6,997,0,4.047752
6,1418,0,4.050845
6,1418,0,4.051272
6,1418,0,4.051619
6,1418,0,4.05174
6,998,0,4.051825
6,404,0,4.165102
6,0,0,4.165108
6,0,0,4.165111
6,0,0,4.165114
6,0,0,4.165117
6,0,0,4.16512
6,0,0,4.165123
6,0,0,4.165692
6,0,0,4.168122
6,0,0,4.35149
6,517,0,4.351513
6,0,0,4.354612
6,39,0,4.372607
6,0,0,4.538799
6,999,0,4.653587
6,1039,0,4.674854
6,20,0,4.674885
6,0,0,4.726025
6,0,0,4.726037
6,517,0,4.726042
6,404,0,4.726047
6,0,0,4.726795
6,0,0,4.728936
6,998,0,4.845513
6,0,0,4.912899
6,517,0,4.912916
6,0,0,4.915706
6,20,0,5.051409
6,0,0,5.099732
6,1418,0,5.25627
6,1418,0,5.25639
6,1418,0,5.256513
6,1418,0,5.256631
6,997,0,5.25673
6,0,0,5.286676
6,110,0,5.373889
6,110,0,5.382545
6,0,0,5.382563
6,20,0,5.452237
6,0,0,5.473461
6,20,0,5.478231
6,999,0,5.641523
6,0,0,5.660765
6,64,0,5.660772
6,98,0,5.660775
6,499,0,5.660778
6,0,0,5.663523
6,0,0,5.663569
6,0,0,5.663581
6,608,0,5.66458
6,31,0,5.715683
6,31,0,5.791942
6,1254,0,5.844611
6,1418,0,5.844728
6,1418,0,5.846083
6,1418,0,5.846167
6,1418,0,5.846322
6,0,0,5.847541
6,64,0,5.847547
6,98,0,5.84755
6,252,0,5.847553
6,404,0,5.847556
6,1418,0,5.848099
6,1418,0,5.848218
6,812,0,5.848298
6,20,0,5.848308
6,1418,0,5.850248
6,0,0,5.850809
6,0,0,5.85082
6,0,0,5.850823
6,608,0,5.850892
6,0,0,5.850902
6,1418,0,5.851121
6,1418,0,5.851207
6,1418,0,5.853486
6,1418,0,5.853573
6,1418,0,5.85373
6,343,0,5.855232
6,0,0,5.855263
6,1418,0,5.855674
6,1418,0,5.855794
6,1418,0,5.855914
6,31,0,5.89902
6,639,0,5.95541
6,496,0,5.968218
6,452,0,5.968247
6,31,0,5.975541
6,39,0,5.97606
6,1418,0,5.997738
6,0,0,6.035002
6,0,0,6.221494
6,499,0,6.221518
6,20,0,6.257438
6,0,0,6.277234
6,0,0,6.408725
6,639,0,6.444442
6,1418,0,6.467439
6,997,0,6.467522
6,0,0,6.595866
6,252,0,6.595872
6,20,0,6.6302
6,1059,0,6.630329
6,0,0,6.647001
6,0,0,6.783176
6,64,0,6.783193
6,0,0,6.786774
6,608,0,6.787251
6,0,0,6.969578
6,20,0,7.059569
6,0,0,7.156858
6,110,0,7.337728
6,0,0,7.344048
6,661,0,7.344059
6,608,0,7.38353
6,639,0,7.386408
6,0,0,7.39936
6,20,0,7.4606
6,0,0,7.530743
6,0,0,7.530762
6,64,0,7.530771
6,0,0,7.530793
6,0,0,7.530812
6,0,0,7.533609
6,0,0,7.533635
6,0,0,7.533833
6,608,0,7.534396
6,0,0,7.717873
6,414,0,7.717888
6,0,0,7.769595
6,0,0,7.838835
6,0,0,7.84106
6,20,0,7.860282
6,39,0,7.900898
6,0,0,7.905186
6,0,0,7.90521
6,110,0,7.989998
6,110,0,8.0022
6,0,0,8.002235
6,0,0,8.091652
6,0,0,8.091674
6,64,0,8.091688
6,0,0,8.094678
6,0,0,8.180725
6,0,0,8.278949
6,608,0,8.4074
6,0,0,8.465758
6,0,0,8.46578
6,64,0,8.465784
6,0,0,8.468498
6,0,0,8.468512
6,0,0,8.652902
6,0,0,8.652913
6,0,0,8.655658
6,0,0,8.839516
6,0,0,8.873751
6,0,0,9.027135
6,0,0,9.027174
6,0,0,9.027184
6,0,0,9.031286
6,0,0,9.213566
6,0,0,9.213575
6,0,0,9.213579
6,0,0,9.213582
6,31,0,9.213586
6,1254,0,9.268879
6,1418,0,9.269108
6,1418,0,9.269234
6,0,0,9.269244
6,1418,0,9.269455
6,1418,0,9.26957
6,0,0,9.400952
6,35,0,9.400976
17,0,1258,9.401007
17,0,1258,9.404794
6,1795,0,9.455993
6,0,0,9.46115
17,0,1258,9.470419
17,0,1258,9.470489
6,0,0,9.587824
17,0,1258,9.587842
17,0,1258,9.590819
17,0,839,9.590872
6,0,0,9.775105
17,0,1258,9.892344
6,0,0,9.913799
6,0,0,9.91382
6,0,0,9.961791
6,414,0,9.961816
6,0,0,10.010741
6,0,0,10.148275
17,0,1258,10.148301
17,0,1258,10.151471
6,0,0,10.33547
6,608,0,10.455952
6,0,0,10.473044
6,0,0,10.522358
6,0,0,10.522402
6,0,0,10.522409
6,0,0,10.525089
6,0,0,10.525396
6,0,0,10.709838
6,0,0,10.709848
6,35,0,10.70986
6,0,0,10.764456
6,110,0,10.85642
6,0,0,10.896916
6,31,0,10.896937
6,0,0,10.89695
6,0,0,10.909048
6,0,0,10.945714
6,110,0,10.959645
6,0,0,10.959659
6,0,0,11.084028
6,64,0,11.084041
6,0,0,11.087117
6,0,0,11.27051
6,64,0,11.270521
6,0,0,11.273284
6,608,0,11.373424
6,0,0,11.457922
17,0,1258,11.457944
17,0,1258,11.460887
6,0,0,11.645129
6,0,0,11.705748
6,0,0,11.70583
6,0,0,11.832062
6,0,0,12.018896
6,35,0,12.018907
6,0,0,12.073723
6,0,0,12.393321
6,0,0,12.39333
6,0,0,12.551524
6,0,0,12.579785
6,0,0,12.579791
6,0,0,12.579795
6,0,0,12.579798
6,0,0,12.579802
6,35,0,12.579805
6,39,0,12.579808
6,35,0,12.579811
6,0,0,12.629687
6,0,0,12.630207
6,0,0,12.630222
6,0,0,12.717761
6,0,0,12.766715
6,0,0,12.954001
6,0,0,12.954016
6,110,0,13.003411
6,110,0,13.00777
6,0,0,13.007792
6,0,0,13.140524
6,0,0,13.327761
6,0,0,13.32777
6,0,0,13.327773
17,0,1258,13.327784
6,0,0,13.514953
6,0,0,13.514967
6,0,0,13.51498
6,0,0,13.518366
6,0,0,13.701761
6,0,0,13.701767
6,0,0,13.70177
6,0,0,13.701773
6,0,0,13.701778
6,517,0,13.701781
6,517,0,13.701783
6,0,0,13.702147
6,0,0,13.702157
6,1418,0,13.771342
6,1418,0,13.771431
6,1632,0,13.771578
6,1418,0,13.773525
6,1418,0,13.773611
6,1630,0,13.773771
6,0,0,13.826246
6,0,0,13.888631
6,0,0,13.888638
6,0,0,13.888641
6,0,0,13.888645
6,0,0,13.888649
6,0,0,14.075745
6,0,0,14.07578
6,0,0,14.079637
6,0,0,14.263115
6,0,0,14.26314
6,0,0,14.266442
6,0,0,14.386752
6,0,0,14.449973
6,35,0,14.44998
6,0,0,14.449984
6,0,0,14.453157
6,0,0,14.498837
6,0,0,14.571424
17,0,1258,14.636766
6,0,0,14.636783
17,0,1258,14.64111
17,0,1258,14.72072
17,0,1258,14.720819
6,0,0,14.733702
6,0,0,14.824183
17,0,1258,14.824196
17,0,1258,14.827424
17,0,837,14.82746
6,0,0,15.01091
"1,17",0,1258,15.01093
6,0,0,15.010941
6,0,0,15.013936
17,0,1258,15.128449
6,0,0,15.197851
6,0,0,15.197876
6,0,0,15.20086
6,0,0,15.384692
6,39,0,15.384705
17,0,1258,15.384714
17,0,1258,15.388849
6,0,0,15.4395
"1,17",0,1258,15.571594
"1,17",0,1258,15.571604
"1,17",0,1258,15.759161
"1,17",0,839,15.945429
6,110,0,15.960076
6,0,0,15.962051
6,110,0,16.017632
6,0,0,16.017661
"1,17",0,1258,16.132707
"1,17",0,1258,16.320019
6,0,0,16.320031
6,0,0,16.320036
6,0,0,16.320041
6,0,0,16.482364
6,0,0,16.506392
6,0,0,16.506403
17,0,1258,16.506411
17,0,1258,16.509936
6,0,0,16.509985
6,0,0,16.694041
6,517,0,16.69405
6,0,0,16.694396
6,1418,0,16.774456
6,1418,0,16.777137
6,1418,0,16.777207
6,33,0,16.777217
17,0,1258,16.880572
6,0,0,16.880588
17,0,1258,16.885978
17,0,1258,16.886049
17,0,1258,16.886156
17,0,1258,16.886296
17,0,396,16.886315
6,0,0,17.04383
17,0,1258,17.067991
6,0,0,17.068009
6,0,0,17.068016
6,0,0,17.070873
17,0,1258,17.070975
6,0,0,17.219309
6,0,0,17.254644
6,0,0,17.254656
6,74,0,17.254661
6,98,0,17.254667
6,321,0,17.254673
6,32,0,17.254679
6,0,0,17.254686
6,0,0,17.257416
6,0,0,17.257439
6,0,0,17.257444
6,0,0,17.257448
6,918,0,17.257606
6,0,0,17.257628
6,31,0,17.2578
6,1070,0,17.344389
6,403,0,17.34442
6,148,0,17.345243
6,39,0,17.345347
6,0,0,17.441509
17,0,1258,17.441517
17,0,1258,17.444685
6,0,0,17.628841
6,0,0,17.816221
6,0,0,17.816234
6,0,0,17.816241
6,74,0,17.816249
6,0,0,17.818755
6,918,0,17.819816
6,1418,0,17.883397
6,1418,0,17.883494
6,1418,0,17.883615
6,33,0,17.883637
6,0,0,18.003188
6,0,0,18.003202
6,0,0,18.003207
6,0,0,18.003212
6,517,0,18.003218
6,517,0,18.003224
6,0,0,18.00358
6,0,0,18.003806
6,110,0,18.0088
6,110,0,18.014695
6,0,0,18.014714
6,1418,0,18.07498
6,1418,0,18.076208
6,1418,0,18.077936
6,1418,0,18.078075
6,427,0,18.078101
6,1418,0,18.07899
6,1418,0,18.07908
6,426,0,18.079101
17,0,1258,18.190344
17,0,49,18.190359
6,110,0,18.345743
17,0,49,18.376846
17,0,50,18.563913
6,0,0,18.615101
6,0,0,18.75137
17,0,177,18.75139
17,0,724,18.751406
17,0,630,18.754677
6,0,0,18.757321
17,0,34,18.806239
17,0,105,18.853635
6,0,0,18.857733
6,0,0,18.885823
17,0,1258,18.937792
6,0,0,18.937808
17,0,172,18.937815
17,0,1258,18.940839
17,0,33,18.992241
17,0,1254,19.038664
6,1418,0,19.119879
6,1418,0,19.119998
6,1418,0,19.120117
6,426,0,19.120157
6,0,0,19.124752
17,0,818,19.12478
17,0,176,19.124792
17,0,1258,19.133255
17,0,37,19.178839
6,1418,0,19.218728
6,1418,0,19.218781
6,1418,0,19.2189
6,427,0,19.218979
17,0,1258,19.228024
17,0,1258,19.323324
17,0,1258,19.418914
6,0,0,19.498646
17,0,1258,19.513758
17,0,1258,19.608439
6,1418,0,19.684783
6,1418,0,19.684898
6,33,0,19.684912
6,0,0,19.685495
17,0,1258,19.703196
17,0,1258,19.798395
6,0,0,19.8728
6,0,0,19.872813
17,0,1258,19.87282
17,0,1258,19.893952
17,0,1258,19.989357
